"word","2013-2016","year","proportion"
"wgelf",NA,"2017-2020",2.25048835597325e-06
"wginetta",4.50097671194649e-06,"2017-2020",NA
"wgjcwqszyp",NA,"2017-2020",2.25048835597325e-06
"wgonet",2.25048835597325e-06,"2017-2020",NA
"wgqyo",NA,"2017-2020",2.25048835597325e-06
"wgvnbfk",2.25048835597325e-06,"2017-2020",NA
"wh",9.22700225949031e-05,"2017-2020",0.000105772952730743
"wha",NA,"2017-2020",2.25048835597325e-06
"whacfjdeik",NA,"2017-2020",2.25048835597325e-06
"whack",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"whacking",2.25048835597325e-06,"2017-2020",NA
"whacko",4.50097671194649e-06,"2017-2020",NA
"whaezype",NA,"2017-2020",2.25048835597325e-06
"whales",NA,"2017-2020",2.25048835597325e-06
"whaley",NA,"2017-2020",2.25048835597325e-06
"whalinn",2.25048835597325e-06,"2017-2020",NA
"whao",2.25048835597325e-06,"2017-2020",NA
"wharton",4.50097671194649e-05,"2017-2020",NA
"whartonmagazine",2.25048835597325e-06,"2017-2020",NA
"what",4.05087904075184e-05,"2017-2020",0.000130528324646448
"whatamericaneeds",2.25048835597325e-06,"2017-2020",NA
"whatever's",2.25048835597325e-06,"2017-2020",NA
"whatitlooklike",2.25048835597325e-06,"2017-2020",NA
"whatjusthappened",2.25048835597325e-06,"2017-2020",NA
"whatley",NA,"2017-2020",2.25048835597325e-06
"whats",9.00195342389298e-06,"2017-2020",2.25048835597325e-06
"whatsoever",NA,"2017-2020",2.25048835597325e-05
"whatyouknowjr",2.25048835597325e-06,"2017-2020",NA
"whc",NA,"2017-2020",2.25048835597325e-06
"whcd",2.25048835597325e-06,"2017-2020",NA
"whe",NA,"2017-2020",2.25048835597325e-06
"wheb",NA,"2017-2020",2.25048835597325e-06
"wheedled",NA,"2017-2020",4.50097671194649e-06
"wheel",NA,"2017-2020",6.75146506791974e-06
"wheeler",NA,"2017-2020",4.95107438314114e-05
"wheeler's",NA,"2017-2020",2.25048835597325e-06
"wheeling",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"wheels",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"where",1.8003906847786e-05,"2017-2020",4.95107438314114e-05
"wherehaveibeen",2.25048835597325e-06,"2017-2020",NA
"whereshillary",2.25048835597325e-06,"2017-2020",NA
"whereshunter",NA,"2017-2020",2.25048835597325e-06
"wheresjose",2.25048835597325e-06,"2017-2020",NA
"whetted",2.25048835597325e-06,"2017-2020",NA
"whew",4.50097671194649e-06,"2017-2020",NA
"whfrau",2.25048835597325e-06,"2017-2020",NA
"whgk",NA,"2017-2020",2.25048835597325e-06
"whgo",NA,"2017-2020",2.25048835597325e-06
"whi",NA,"2017-2020",9.00195342389298e-06
"whic",NA,"2017-2020",4.50097671194649e-06
"whiff",NA,"2017-2020",2.25048835597325e-06
"whil",NA,"2017-2020",2.25048835597325e-06
"whimper",NA,"2017-2020",2.25048835597325e-06
"whimpering",NA,"2017-2020",4.50097671194649e-06
"whine",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"whiner",2.25048835597325e-06,"2017-2020",NA
"whiney",2.25048835597325e-06,"2017-2020",NA
"whining",NA,"2017-2020",4.50097671194649e-06
"whip",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"whiplash",NA,"2017-2020",2.25048835597325e-06
"whipped",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"whirlpool",NA,"2017-2020",2.25048835597325e-06
"whirlwind",NA,"2017-2020",2.25048835597325e-06
"whiskeysam",2.25048835597325e-06,"2017-2020",NA
"whiskeyscowgirl",2.25048835597325e-06,"2017-2020",NA
"whispered",NA,"2017-2020",2.25048835597325e-06
"whispering",NA,"2017-2020",2.25048835597325e-06
"whispers",2.25048835597325e-06,"2017-2020",NA
"whistle",2.25048835597325e-06,"2017-2020",1.12524417798662e-05
"whistleb",NA,"2017-2020",2.25048835597325e-06
"whistlebl",NA,"2017-2020",6.75146506791974e-06
"whistleblower",2.25048835597325e-06,"2017-2020",0.000371330578735586
"whistleblower's",NA,"2017-2020",2.25048835597325e-06
"whistleblowers",NA,"2017-2020",1.57534184918127e-05
"whistles",NA,"2017-2020",4.50097671194649e-06
"whit",NA,"2017-2020",6.75146506791974e-06
"whitaker",NA,"2017-2020",1.57534184918127e-05
"whitaker's",NA,"2017-2020",2.25048835597325e-06
"white",0.000308316904768335,"2017-2020",0.000924950714305004
"whitegenocidetm",2.25048835597325e-06,"2017-2020",NA
"whiteh",NA,"2017-2020",2.25048835597325e-06
"whitehouse",1.35029301358395e-05,"2017-2020",0.00187240631216974
"whitehousecea",NA,"2017-2020",1.35029301358395e-05
"whitehousechristmas",NA,"2017-2020",2.25048835597325e-06
"whiteish",2.25048835597325e-06,"2017-2020",NA
"whitejacketpink",2.25048835597325e-06,"2017-2020",NA
"whitejl",2.25048835597325e-06,"2017-2020",NA
"whites",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"whiteshaunwhite",6.75146506791974e-06,"2017-2020",NA
"whitestone",1.8003906847786e-05,"2017-2020",NA
"whitewashing",NA,"2017-2020",2.25048835597325e-06
"whitewater",NA,"2017-2020",2.25048835597325e-06
"whitewolf",2.25048835597325e-06,"2017-2020",NA
"whitey",2.25048835597325e-06,"2017-2020",NA
"whitlock",2.25048835597325e-06,"2017-2020",NA
"whitmer",NA,"2017-2020",1.57534184918127e-05
"whitney",6.75146506791974e-06,"2017-2020",NA
"whitneykray",2.25048835597325e-06,"2017-2020",NA
"whitsett",NA,"2017-2020",4.50097671194649e-06
"whizzed",NA,"2017-2020",2.25048835597325e-06
"whl",NA,"2017-2020",2.25048835597325e-06
"whnh",2.25048835597325e-06,"2017-2020",NA
"whnsc",NA,"2017-2020",6.75146506791974e-06
"who",9.00195342389298e-06,"2017-2020",3.60078136955719e-05
"who'd",4.50097671194649e-06,"2017-2020",NA
"who'll",6.75146506791974e-06,"2017-2020",NA
"who've",2.25048835597325e-06,"2017-2020",NA
"whoa",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"whoafro",NA,"2017-2020",2.25048835597325e-06
"whocaroniscalling",2.25048835597325e-06,"2017-2020",NA
"whoemro",NA,"2017-2020",2.25048835597325e-06
"whoiszucker",2.25048835597325e-06,"2017-2020",NA
"wholeheartedly",NA,"2017-2020",2.25048835597325e-06
"wholeness",2.25048835597325e-06,"2017-2020",NA
"wholesale",NA,"2017-2020",2.25048835597325e-06
"wholly",2.25048835597325e-06,"2017-2020",NA
"whoopi",2.25048835597325e-06,"2017-2020",NA
"whoopigoldberg",6.75146506791974e-06,"2017-2020",NA
"whoopsydoodle",2.25048835597325e-06,"2017-2020",NA
"whopper",NA,"2017-2020",2.25048835597325e-06
"whopping",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"whoradio",2.25048835597325e-06,"2017-2020",NA
"whore",2.25048835597325e-06,"2017-2020",NA
"whos",2.25048835597325e-06,"2017-2020",NA
"whosearo",NA,"2017-2020",2.25048835597325e-06
"whostp",NA,"2017-2020",4.50097671194649e-06
"whoudnen",NA,"2017-2020",6.75146506791974e-06
"whowpro",NA,"2017-2020",4.50097671194649e-06
"whp",NA,"2017-2020",2.25048835597325e-06
"whppdrze",NA,"2017-2020",2.25048835597325e-06
"whpr",2.25048835597325e-06,"2017-2020",NA
"whqx",NA,"2017-2020",2.25048835597325e-06
"whrapidresponse",NA,"2017-2020",2.25048835597325e-06
"whrn",2.25048835597325e-06,"2017-2020",NA
"whs",2.25048835597325e-06,"2017-2020",NA
"wht",2.25048835597325e-06,"2017-2020",NA
"whtwtncxxq",2.25048835597325e-06,"2017-2020",NA
"whupwretyk",NA,"2017-2020",2.25048835597325e-06
"whvhzpyqag",NA,"2017-2020",2.25048835597325e-06
"whvjpnprri",NA,"2017-2020",2.25048835597325e-06
"whx",NA,"2017-2020",2.25048835597325e-06
"whyimnotvotingforhillary",2.25048835597325e-06,"2017-2020",NA
"whyisupporttrump",2.25048835597325e-06,"2017-2020",NA
"whywinblo",2.25048835597325e-06,"2017-2020",NA
"whztcaxhrq",NA,"2017-2020",2.25048835597325e-06
"wi",1.8003906847786e-05,"2017-2020",8.55185575269834e-05
"wibc",NA,"2017-2020",2.25048835597325e-06
"wibwariana",2.25048835597325e-06,"2017-2020",NA
"wiccanfoxglove",2.25048835597325e-06,"2017-2020",NA
"wichita",9.00195342389298e-06,"2017-2020",2.25048835597325e-06
"wicked",2.25048835597325e-06,"2017-2020",9.00195342389298e-06
"wickremesinghe",NA,"2017-2020",2.25048835597325e-06
"wicz",2.25048835597325e-06,"2017-2020",NA
"wid",2.25048835597325e-06,"2017-2020",NA
"wide",2.92563486276522e-05,"2017-2020",2.92563486276522e-05
"widely",NA,"2017-2020",2.25048835597325e-06
"widen",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"widening",2.25048835597325e-06,"2017-2020",NA
"widens",4.50097671194649e-06,"2017-2020",NA
"wider",NA,"2017-2020",2.25048835597325e-06
"widespread",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"widest",NA,"2017-2020",4.50097671194649e-06
"widodo",NA,"2017-2020",2.25048835597325e-06
"widow",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"wiedefeld",NA,"2017-2020",2.25048835597325e-06
"wieldi",NA,"2017-2020",2.25048835597325e-06
"wiener",3.15068369836254e-05,"2017-2020",4.50097671194649e-06
"wiesel",2.25048835597325e-06,"2017-2020",NA
"wife",0.0001597846732741,"2017-2020",0.000141780766426315
"wife's",1.12524417798662e-05,"2017-2020",2.25048835597325e-06
"wifi",NA,"2017-2020",2.25048835597325e-06
"wig",2.47553719157057e-05,"2017-2020",NA
"wiggintonrandy",2.25048835597325e-06,"2017-2020",NA
"wigntkpa",2.25048835597325e-06,"2017-2020",NA
"wih",2.25048835597325e-06,"2017-2020",NA
"wihprqecxd",NA,"2017-2020",2.25048835597325e-06
"wikileakes",6.75146506791974e-06,"2017-2020",NA
"wikileaks",2.47553719157057e-05,"2017-2020",2.25048835597325e-06
"wikipedia",2.25048835597325e-06,"2017-2020",NA
"wil",6.75146506791974e-06,"2017-2020",1.57534184918127e-05
"wilbur",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"wild",6.07631856112777e-05,"2017-2020",2.7005860271679e-05
"wildandwonderful",NA,"2017-2020",2.25048835597325e-06
"wildatlanticway",2.25048835597325e-06,"2017-2020",NA
"wildcatthad",2.25048835597325e-06,"2017-2020",NA
"wilderness",2.25048835597325e-06,"2017-2020",NA
"wildest",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"wildfire",4.50097671194649e-06,"2017-2020",NA
"wildfires",2.25048835597325e-06,"2017-2020",1.8003906847786e-05
"wildin",2.25048835597325e-06,"2017-2020",NA
"wilding",2.25048835597325e-06,"2017-2020",NA
"wildlife",1.12524417798662e-05,"2017-2020",NA
"wildly",NA,"2017-2020",4.50097671194649e-06
"wildmanbs",2.25048835597325e-06,"2017-2020",NA
"wildwoo",NA,"2017-2020",2.25048835597325e-06
"wildwood",NA,"2017-2020",9.00195342389298e-06
"wileybiz",2.25048835597325e-06,"2017-2020",NA
"wilkes",4.50097671194649e-06,"2017-2020",2.25048835597325e-06
"wilkie",NA,"2017-2020",9.00195342389298e-06
"will",6.75146506791974e-06,"2017-2020",NA
"willaa",2.25048835597325e-06,"2017-2020",NA
"willbe",2.25048835597325e-06,"2017-2020",NA
"willchamberlain",NA,"2017-2020",4.50097671194649e-06
"willchristoph",2.25048835597325e-06,"2017-2020",NA
"willdangelo",2.25048835597325e-06,"2017-2020",NA
"willdavenport",2.25048835597325e-06,"2017-2020",NA
"willeshirey",2.25048835597325e-06,"2017-2020",NA
"willey",2.25048835597325e-06,"2017-2020",NA
"willfitz",4.50097671194649e-06,"2017-2020",NA
"willfully",NA,"2017-2020",2.25048835597325e-06
"willgalloway",2.25048835597325e-06,"2017-2020",NA
"william",1.57534184918127e-05,"2017-2020",3.15068369836254e-05
"williamcarneyii",2.25048835597325e-06,"2017-2020",NA
"williamcraddick",NA,"2017-2020",2.25048835597325e-06
"williamesammon",2.25048835597325e-06,"2017-2020",NA
"williamgardanis",1.35029301358395e-05,"2017-2020",NA
"williamlive",2.25048835597325e-06,"2017-2020",NA
"williamn",2.25048835597325e-06,"2017-2020",NA
"williamonlyrent",9.00195342389298e-06,"2017-2020",NA
"williampetroski",2.25048835597325e-06,"2017-2020",NA
"williams",3.37573253395987e-05,"2017-2020",3.82583020515452e-05
"williamwatp",2.25048835597325e-06,"2017-2020",NA
"willie",4.50097671194649e-06,"2017-2020",NA
"williebosshog",6.75146506791974e-06,"2017-2020",NA
"williebosshog's",2.25048835597325e-06,"2017-2020",NA
"willingly",NA,"2017-2020",2.25048835597325e-06
"willingness",NA,"2017-2020",4.50097671194649e-06
"willis",4.50097671194649e-06,"2017-2020",NA
"willise",2.25048835597325e-06,"2017-2020",NA
"willl",NA,"2017-2020",2.25048835597325e-06
"willlovetheshoes",2.25048835597325e-06,"2017-2020",NA
"willowfrantn",4.50097671194649e-06,"2017-2020",NA
"willspeakout",4.50097671194649e-06,"2017-2020",NA
"willweatherford",9.00195342389298e-06,"2017-2020",NA
"willy",2.25048835597325e-06,"2017-2020",NA
"wilmington",1.35029301358395e-05,"2017-2020",9.00195342389298e-06
"wilpons",2.25048835597325e-06,"2017-2020",NA
"wilson",1.35029301358395e-05,"2017-2020",2.47553719157057e-05
"wilsonleeflores",4.50097671194649e-06,"2017-2020",NA
"wilykayote",2.25048835597325e-06,"2017-2020",NA
"wimp",6.75146506791974e-06,"2017-2020",NA
"wimpier",NA,"2017-2020",4.50097671194649e-06
"wimps",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"wimpy",2.25048835597325e-06,"2017-2020",NA
"win",0.000996966341696148,"2017-2020",0.00133228910673616
"wince",2.25048835597325e-06,"2017-2020",NA
"wind",0.00024980420751303,"2017-2020",2.47553719157057e-05
"windchill",NA,"2017-2020",2.25048835597325e-06
"windfall",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"windfarm",4.72602554754382e-05,"2017-2020",NA
"windfarms",4.05087904075184e-05,"2017-2020",NA
"windham",2.25048835597325e-06,"2017-2020",NA
"winding",NA,"2017-2020",4.50097671194649e-06
"windmill",2.25048835597325e-06,"2017-2020",NA
"windmills",3.82583020515452e-05,"2017-2020",NA
"window",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"windows",1.35029301358395e-05,"2017-2020",9.00195342389298e-06
"winds",6.75146506791974e-06,"2017-2020",4.27592787634917e-05
"windsor",NA,"2017-2020",2.25048835597325e-06
"windturbines",2.25048835597325e-06,"2017-2020",NA
"windwatchorg",2.25048835597325e-06,"2017-2020",NA
"windy",1.8003906847786e-05,"2017-2020",NA
"wine",3.15068369836254e-05,"2017-2020",9.00195342389298e-06
"winechics",4.50097671194649e-06,"2017-2020",NA
"wineenthusiast",1.12524417798662e-05,"2017-2020",NA
"winery",2.25048835597325e-05,"2017-2020",NA
"wines",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"winewednesday",2.25048835597325e-06,"2017-2020",NA
"winfield",NA,"2017-2020",2.25048835597325e-06
"winfrey",NA,"2017-2020",2.25048835597325e-06
"wing",1.35029301358395e-05,"2017-2020",6.75146506791974e-05
"wingchungun",2.25048835597325e-06,"2017-2020",NA
"winger",2.25048835597325e-06,"2017-2020",NA
"wingers",2.25048835597325e-06,"2017-2020",4.50097671194649e-06
"wings",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"wingsunchained",2.25048835597325e-06,"2017-2020",NA
"winkiechance",2.25048835597325e-06,"2017-2020",NA
"winn",NA,"2017-2020",4.50097671194649e-06
"winner",0.00027005860271679,"2017-2020",9.22700225949031e-05
"winners",7.20156273911439e-05,"2017-2020",4.72602554754382e-05
"winni",NA,"2017-2020",2.25048835597325e-06
"winning",0.000312817881480281,"2017-2020",0.000335322765040014
"winningticket",2.25048835597325e-06,"2017-2020",NA
"wino",2.25048835597325e-06,"2017-2020",NA
"winpropp",1.12524417798662e-05,"2017-2020",NA
"winred",NA,"2017-2020",4.50097671194649e-06
"wins",0.000146281743138261,"2017-2020",0.000238551765733164
"winston",5.40117205433579e-05,"2017-2020",4.50097671194649e-06
"winstons",2.25048835597325e-06,"2017-2020",NA
"winter",1.8003906847786e-05,"2017-2020",1.8003906847786e-05
"winters",2.25048835597325e-06,"2017-2020",NA
"wintour",NA,"2017-2020",4.50097671194649e-06
"wionews",NA,"2017-2020",2.25048835597325e-06
"wiotbhqyt",NA,"2017-2020",2.25048835597325e-06
"wip",2.25048835597325e-06,"2017-2020",NA
"wipe",6.75146506791974e-06,"2017-2020",1.12524417798662e-05
"wiped",NA,"2017-2020",1.8003906847786e-05
"wiprimary",2.92563486276522e-05,"2017-2020",NA
"wiqw",2.25048835597325e-06,"2017-2020",NA
"wirch",NA,"2017-2020",2.25048835597325e-06
"wire",NA,"2017-2020",4.50097671194649e-06
"wired",NA,"2017-2020",2.25048835597325e-06
"wireless",1.35029301358395e-05,"2017-2020",2.25048835597325e-06
"wires",NA,"2017-2020",2.25048835597325e-06
"wiretap",NA,"2017-2020",2.25048835597325e-06
"wiretapping",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"wisconsin",0.000117025394510609,"2017-2020",0.000310567393124308
"wisconsin's",4.50097671194649e-06,"2017-2020",NA
"wisconsindot",NA,"2017-2020",2.25048835597325e-06
"wisdom",5.17612321873847e-05,"2017-2020",1.8003906847786e-05
"wisdomforwomen",2.25048835597325e-06,"2017-2020",NA
"wisdomsquote",2.25048835597325e-06,"2017-2020",NA
"wise",6.97651390351706e-05,"2017-2020",3.60078136955719e-05
"wisegirlsrule",2.25048835597325e-06,"2017-2020",NA
"wiseguy",9.00195342389298e-06,"2017-2020",NA
"wiseguys",4.50097671194649e-06,"2017-2020",NA
"wisely",2.25048835597325e-06,"2017-2020",9.00195342389298e-06
"wisenberg",NA,"2017-2020",2.25048835597325e-06
"wiser",2.25048835597325e-06,"2017-2020",NA
"wisest",4.50097671194649e-06,"2017-2020",NA
"wisfnyv",NA,"2017-2020",2.25048835597325e-06
"wishbone",NA,"2017-2020",2.25048835597325e-06
"wished",6.75146506791974e-06,"2017-2020",9.00195342389298e-06
"wishers",NA,"2017-2020",4.50097671194649e-06
"wishes",8.10175808150369e-05,"2017-2020",4.95107438314114e-05
"wishful",2.25048835597325e-06,"2017-2020",NA
"wishihadfiveofthem",2.25048835597325e-06,"2017-2020",NA
"wishing",2.92563486276522e-05,"2017-2020",3.37573253395987e-05
"wiszrvampr",2.25048835597325e-06,"2017-2020",NA
"wit",4.50097671194649e-06,"2017-2020",9.00195342389298e-06
"witch",1.35029301358395e-05,"2017-2020",0.000882191435541513
"witchhunt",NA,"2017-2020",9.00195342389298e-06
"with",9.00195342389298e-06,"2017-2020",NA
"withdonaldtrump",2.25048835597325e-06,"2017-2020",NA
"withdr",NA,"2017-2020",2.25048835597325e-06
"withdraw",NA,"2017-2020",1.12524417798662e-05
"withdrawal",4.50097671194649e-06,"2017-2020",4.50097671194649e-06
"withdrawing",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"withdrawn",2.25048835597325e-06,"2017-2020",1.35029301358395e-05
"withdrew",NA,"2017-2020",2.25048835597325e-06
"withers",NA,"2017-2020",2.25048835597325e-06
"withheld",2.25048835597325e-06,"2017-2020",2.02543952037592e-05
"withhold",NA,"2017-2020",1.35029301358395e-05
"withholding",NA,"2017-2020",1.35029301358395e-05
"withholds",NA,"2017-2020",2.25048835597325e-06
"withou",NA,"2017-2020",4.50097671194649e-06
"without",2.25048835597325e-06,"2017-2020",NA
"withstand",2.25048835597325e-06,"2017-2020",NA
"withvisionwelead",NA,"2017-2020",2.25048835597325e-06
"witne",NA,"2017-2020",2.25048835597325e-06
"witness",NA,"2017-2020",0.000126027347934502
"witnessed",6.75146506791974e-06,"2017-2020",2.25048835597325e-05
"witnesses",2.25048835597325e-06,"2017-2020",0.000209295417105512
"witnessing",NA,"2017-2020",1.8003906847786e-05
"wits",2.25048835597325e-06,"2017-2020",NA
"witschey",NA,"2017-2020",2.25048835597325e-06
"witty",6.75146506791974e-06,"2017-2020",2.25048835597325e-06
"witwpig",NA,"2017-2020",2.25048835597325e-06
"wiue",NA,"2017-2020",2.25048835597325e-06
"wiuil",2.25048835597325e-06,"2017-2020",NA
"wiunion",2.25048835597325e-06,"2017-2020",NA
"wiuuntupb",NA,"2017-2020",2.25048835597325e-06
"wiwc",2.25048835597325e-06,"2017-2020",NA
"wizardofwords",2.25048835597325e-06,"2017-2020",NA
"wizgqcbvob",2.25048835597325e-06,"2017-2020",NA
"wizhether",2.25048835597325e-06,"2017-2020",NA
"wizkay",2.25048835597325e-06,"2017-2020",NA
"wizxjqujxj",NA,"2017-2020",2.25048835597325e-06
"wj",2.25048835597325e-06,"2017-2020",6.75146506791974e-06
"wjbatp",NA,"2017-2020",2.25048835597325e-06
"wjbnivw",NA,"2017-2020",2.25048835597325e-06
"wjcarter",2.25048835597325e-06,"2017-2020",NA
"wjffoyaxzm",2.25048835597325e-06,"2017-2020",NA
"wjhc",2.25048835597325e-06,"2017-2020",NA
"wji",2.25048835597325e-06,"2017-2020",NA
"wjitohw",2.25048835597325e-06,"2017-2020",NA
"wjizv",NA,"2017-2020",2.25048835597325e-06
"wjjrv",NA,"2017-2020",2.25048835597325e-06
"wjjysjzkks",NA,"2017-2020",2.25048835597325e-06
"wjlwyfuie",NA,"2017-2020",2.25048835597325e-06
"wjmcgurn",NA,"2017-2020",2.25048835597325e-06
"wjn",NA,"2017-2020",2.25048835597325e-06
"wjpo",NA,"2017-2020",2.25048835597325e-06
"wjqvvtqeky",NA,"2017-2020",2.25048835597325e-06
"wjr",NA,"2017-2020",2.25048835597325e-06
"wjsl",2.25048835597325e-06,"2017-2020",NA
"wjyb",NA,"2017-2020",2.25048835597325e-06
"wjyhqtsl",NA,"2017-2020",2.25048835597325e-06
"wjz",2.25048835597325e-06,"2017-2020",2.25048835597325e-06
"wk",4.50097671194649e-06,"2017-2020",6.75146506791974e-06
"wkaidtc",NA,"2017-2020",2.25048835597325e-06
"wkcdogs",4.50097671194649e-06,"2017-2020",NA
"wkdojo",2.25048835597325e-06,"2017-2020",NA
"wkgf",NA,"2017-2020",2.25048835597325e-06
"wki",2.25048835597325e-06,"2017-2020",NA
"wklnsiss",2.25048835597325e-06,"2017-2020",NA
"wknd",2.25048835597325e-06,"2017-2020",NA
"wkprpw",NA,"2017-2020",2.25048835597325e-06
"wkqhymcya",NA,"2017-2020",2.25048835597325e-06
"wkrg",4.50097671194649e-06,"2017-2020",NA
"wkru",NA,"2017-2020",2.25048835597325e-06
"wks",4.50097671194649e-06,"2017-2020",NA
"wksafbearz",NA,"2017-2020",2.25048835597325e-06
"wkwdbxoksb",NA,"2017-2020",2.25048835597325e-06
